Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Transaction_Count_per_Contact,Loyal_Customer,Creditworthiness,Cr_Util_Rate,Attrition_Flag
-1.0,-1.0,1.5,-1.0,0.0,1.5,0.0,-1.0,0.5,1.0,0.0,0.25832599118942734,0.13403508771929826,0.21172886519421172,0.4166666666666664,-1.0435118932508218,-0.6944444444444444,-0.09322033898305097,0.08541666666666663,0.2777777777777778,-1.0,1.2012391521165093,0.08697865903068817,0
2.0,-1.0,-0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5340381791483113,0.21824561403508771,0.4726697521823188,3.057017543859648,-0.9998066138077741,-1.1388888888888888,2.8050847457627133,-0.004166666666666728,-0.9567901234567903,0.0,-0.2866580474064086,-0.00241363401047465,0
1.0,-1.0,-0.5,0.0,0.0,1.0,0.0,0.0,-0.5,4.0,-2.0,0.8460499265785609,-0.895438596491228,0.9698283437811237,11.671052631578942,-0.9127828273061304,-1.3888888888888888,10.796610169491531,-0.3666666666666667,-0.9629629629629629,-1.0,0.038901617759463485,-0.3659547645100451,0
-1.0,-1.0,0.5,0.0,0.0,0.5,0.0,-1.0,0.5,-1.0,1.0,0.4696622613803231,0.2736842105263158,0.3992032339328607,1.8728070175438591,-1.0009669309611293,-0.9444444444444444,5.500000000000003,0.03958333333333331,-0.05555555555555555,-1.0,0.004328233848796877,0.04015237364237536,0
1.0,0.0,0.0,0.0,1.0,-0.5,0.0,1.0,0.5,0.0,0.0,-0.24822320117474303,-0.4182456140350877,-0.20130060343312436,1.9912280701754377,-0.9007928833881261,-1.0555555555555556,-0.3855932203389836,0.21458333333333324,-0.9197530864197532,0.0,0.0065083417849519975,0.21562723840351972,0
-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,-0.03700440528634361,-0.21333333333333335,-0.024840353857870996,4.258771929824559,-0.9866563527364146,-1.1111111111111112,4.2288135593220355,0.11249999999999999,-0.7777777777777778,0.0,1.6717225666078421,0.11233902450976493,0
0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0329515418502204,0.7621052631578947,2.8743335872048745,4.263157894736842,-0.8617288725584993,-1.1111111111111112,0.9618644067796615,-0.20416666666666672,-0.7777777777777778,0.0,-0.5249039338822171,-0.20390166802817514,0
-1.0,-1.0,0.5,0.0,1.0,1.0,0.0,-1.0,0.0,2.0,-1.0,1.0556240822320118,0.010526315789473684,1.02759388364872,-0.36403508771929793,-1.1104235157609748,-1.2777777777777777,3.911016949152544,-0.16875000000000004,-0.5,-1.0,-0.08232038560111987,-0.16723214092035388,0
1.0,-1.0,-0.5,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-0.15929515418502202,0.8708771929824561,-0.32784580233171245,4.802631578947366,-0.9912976213498356,-1.0277777777777777,1.868644067796611,1.2749999999999997,-0.9074074074074074,0.0,0.811556724263434,1.2763873403002324,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.1654625550660793,-0.08350877192982456,1.1528501962622297,1.008771929824561,-1.0411912589441115,-1.2777777777777777,0.8771186440677969,-0.20000000000000004,-0.8888888888888888,0.0,-0.5073553025499945,-0.1993665943328283,0
0.0,-1.0,-0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,-2.0,1.9301027900146843,0.36771929824561406,1.8401781006503017,0.7456140350877187,-1.0524076580932122,-1.1111111111111112,0.9618644067796615,-0.18750000000000006,-0.7777777777777778,0.0,-0.5201895866424396,-0.1871961202652822,0
1.0,0.0,-1.0,0.0,1.0,-0.5,0.0,1.0,-1.0,1.0,1.0,-0.36542731277533036,-0.895438596491228,-0.23852598277579237,1.3640350877192975,-1.2403790369367627,-1.4166666666666667,-0.4322033898305091,-0.3666666666666667,-1.080246913580247,0.0,0.6220010282732242,-0.3659547645100451,1
-1.0,-1.0,0.5,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-0.009280469897209985,-0.4182456140350877,0.03702618782588318,3.824561403508771,-1.1479404370527944,-1.3611111111111112,3.68220338983051,-0.050000000000000044,-0.6111111111111112,-1.0,0.3280815781662695,-0.049012089096746696,0
0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,-0.5,1.0,0.0,-0.2416446402349486,0.19929824561403509,-0.2978499033335286,-0.7149122807017543,-1.0725198220847032,-1.2222222222222223,-1.478813559322035,0.9374999999999999,-0.8518518518518519,0.0,-0.013431072372691066,0.938280355044301,0
0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9007929515418502,-0.895438596491228,1.0244302536762553,1.486842105263157,-1.078708180235931,-1.2777777777777777,0.2033898305084744,-0.3666666666666667,-0.8888888888888888,0.0,0.0038210826042563172,-0.3659547645100451,0
-1.0,0.0,0.5,0.0,0.0,-0.5,0.0,-1.0,1.0,-1.0,0.0,0.3781497797356828,0.27578947368421053,0.307575136211846,0.2675438596491229,-1.1015277509185843,-1.25,0.5550847457627117,0.08124999999999996,-0.46296296296296297,-1.0,-0.6025421930812428,0.0816827233613189,0
1.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.2023494860499266,0.0687719298245614,1.1642158298670104,0.8114035087719292,-1.045058982788629,-1.2222222222222223,2.533898305084747,-0.1729166666666667,-0.9938271604938271,0.0,-0.5152868670591649,-0.17232411203599843,0
1.0,-1.0,-0.5,0.0,1.0,0.5,0.0,1.0,-0.5,1.0,0.0,0.6656093979441997,-0.18666666666666668,0.6715097545257485,0.4692982456140348,-0.7716109069812416,-0.75,1.26271186440678,-0.1604166666666667,-0.7839506172839505,0.0,-0.14020299818524198,-0.15995708280084894,0
-1.0,0.0,0.5,-1.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.6520998531571219,-0.895438596491228,0.7763782295389302,-0.9254385964912275,-1.1011409785341326,-1.3611111111111112,3.68220338983051,-0.3666666666666667,-0.6111111111111112,-1.0,-0.34577767399332693,-0.3659547645100451,0
0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.027723935389133626,0.060350877192982454,-0.005975745503544437,0.013157894736842599,-1.103848385225295,-0.8055555555555556,0.8389830508474578,0.22708333333333325,-0.5740740740740741,0.0,0.24850032269816572,0.22707227461058885,0
0.0,-1.0,0.5,0.0,1.0,1.0,0.0,-1.0,-0.5,0.0,1.0,-0.21098384728340674,0.37543859649122807,-0.2966781885289121,1.0570175438596487,-1.1065557919164573,-1.1666666666666667,7.919491525423734,1.0041666666666664,-0.35185185185185186,-1.0,3.044871635737914,1.0045847740283789,0
0.0,-1.0,0.0,-1.0,1.0,0.5,0.0,1.0,-1.0,3.0,-1.0,-0.2464610866372981,0.2905263157894737,-0.3178862264924717,2.574561403508772,-0.8907368013923805,-1.1388888888888888,3.805084745762714,1.070833333333333,-0.9567901234567903,-1.0,2.205762268689005,1.070601774762449,0
-1.0,-1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,-1.0,0.0,0.5138325991189427,0.8708771929824561,0.3435467807135743,4.342105263157893,-0.8934442080835429,-1.1944444444444444,4.0889830508474585,0.22083333333333324,-0.8333333333333334,0.0,-0.032969374254048486,0.22173977103396653,0
0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,1.0,-0.22308370044052864,0.15017543859649124,-0.27113480578827115,4.44736842105263,-0.9622896925159543,-1.0833333333333333,1.26271186440678,0.8041666666666667,-0.7592592592592593,0.0,-0.06514563595966492,0.8054843592719702,0
1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9404992657856094,0.29473684210526313,0.8653113832093269,-0.9517543859649118,-1.0087023786501643,-1.1944444444444444,0.05084745762711872,-0.08541666666666668,-0.9814814814814815,0.0,-0.019994165085272447,-0.08451305445437653,0
1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-1.0,-0.12088105726872246,0.447719298245614,-0.2188763255023727,-0.9912280701754381,-0.9638367820537613,-0.6666666666666666,-0.9279661016949161,0.7666666666666667,-0.48148148148148145,0.0,-0.26674093666288506,0.7669113847682418,0
1.0,0.0,0.5,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,-0.177856093979442,0.7171929824561404,-0.32069834202355146,4.333333333333331,-0.7820537613614388,-0.8333333333333334,2.008474576271187,1.2104166666666667,-0.5925925925925926,0.0,-0.1686135870714087,1.211549925094532,0
-1.0,0.0,1.0,-1.0,1.0,-0.5,2.0,0.0,-1.0,1.0,1.0,1.278590308370044,-0.895438596491228,1.4012537348409397,0.5657894736842103,-1.1344034035969832,-1.25,2.1101694915254243,-0.3666666666666667,-0.8703703703703703,0.0,-0.7407403576517402,-0.3659547645100451,0
1.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,-0.5,1.0,0.0,-0.10302496328928047,-0.2736842105263158,-0.08061397855761908,2.561403508771929,-0.9417907561400116,-1.0833333333333333,-0.6186440677966105,0.13541666666666669,-0.9320987654320987,0.0,0.5907950800138605,0.13674696501719413,0
2.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.5,2.0,1.0,0.39154185022026433,-0.4708771929824561,0.4456031401956764,1.3859649122807014,-1.2357377683233417,-1.4166666666666667,-2.3686440677966116,-0.20625000000000004,-1.080246913580247,-1.0,-0.1952232799591597,-0.20603642408921402,1
0.0,-1.0,0.5,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,3.2748311306901616,-0.4898245614035088,3.324623586619017,1.3421052631578945,-1.0790949526203828,-1.0833333333333333,-0.9661016949152551,-0.3291666666666667,-0.7592592592592593,0.0,-0.5475024941826682,-0.3288171682837814,0
0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.1945374449339207,0.6512280701754386,0.06174937020329252,0.29385964912280665,-0.9870431251208663,-1.0833333333333333,-0.6186440677966105,0.3729166666666666,-0.7592592592592593,0.0,-0.009936453050138749,0.3740749091522686,0
0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,1.4983847283406755,0.8708771929824561,1.3255609584627102,3.1271929824561395,-0.8288532198801005,-0.9444444444444444,2.1101694915254243,-0.0645833333333334,-0.6666666666666666,0.0,-0.5685162924724172,-0.0629035427891011,0
0.0,-1.0,0.5,-1.0,1.0,0.5,0.0,0.0,0.5,0.0,-1.0,-0.0755359765051395,-0.895438596491228,0.05061807955943523,2.0964912280701746,-0.8288532198801005,-0.9722222222222222,1.26271186440678,-0.3666666666666667,-0.6851851851851852,0.0,1.0560076138458425,-0.3659547645100451,0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.6203817914831131,0.5466666666666666,0.5039545374655808,1.0570175438596487,-1.1050087023786501,-1.2222222222222223,0.9110169491525427,0.06874999999999995,-0.42592592592592593,-1.0,-0.33108237014348496,0.06959485474452487,0
0.0,-1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,-0.5,0.0,1.0,3.520352422907489,-0.895438596491228,3.6372370964907144,3.8815789473684195,-0.9495262038290466,-1.0833333333333333,2.673728813559324,-0.3666666666666667,-0.24074074074074073,-1.0,-0.5676839337051872,-0.3659547645100451,0
1.0,-1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,-2.0,-0.26619676945668136,0.1080701754385965,-0.3071064502899994,6.929824561403505,-0.8346548056468768,-1.1111111111111112,-0.4830508474576278,0.9374999999999999,-0.7777777777777778,0.0,2.43289399009173,0.9390420633927047,0
1.0,-1.0,-0.5,1.0,1.0,0.0,0.0,1.0,-0.5,0.0,0.0,-0.2350660792951542,0.5221052631578947,-0.3451871814400375,7.1096491228070136,-0.8431637981048153,-1.1111111111111112,4.2288135593220355,1.2854166666666664,-0.9444444444444444,0.0,1.2399583104323393,1.2857456426009743,0
0.0,-1.0,0.5,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.751424375917768,0.11157894736842106,1.704727869236628,0.2236842105263159,-1.037323535099594,-1.1111111111111112,0.4152542372881357,-0.21250000000000002,-0.7777777777777778,0.0,-0.3253756135367675,-0.21230459912329716,0
0.0,-1.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,-1.0,0.02302496328928047,-0.0343859649122807,0.005155545140312848,-0.49122807017543835,-1.0671050087023786,-0.75,-0.4322033898305091,0.17291666666666666,-0.5370370370370371,0.0,1.3968359960868257,0.17279572281796693,0
0.0,0.0,0.5,0.0,1.0,-0.5,0.0,0.0,1.0,1.0,0.0,-0.22637298091042585,0.19157894736842104,-0.28132872458843516,2.5657894736842093,-0.781666988976987,-1.0277777777777777,1.868644067796611,0.8645833333333333,-0.7222222222222222,0.0,-0.056435415264175205,0.8648751996181131,0
0.0,0.0,-0.5,0.0,1.0,-0.5,0.0,0.0,-1.0,1.0,-1.0,-0.36542731277533036,-0.32842105263157895,-0.3332005389888101,1.1447368421052628,-1.23535099593889,-1.3333333333333333,0.8389830508474578,0.8041666666666667,-0.9259259259259259,0.0,0.6220010282732242,0.8044638233558737,1
2.0,0.0,-1.0,-1.0,1.0,-0.5,0.0,1.0,-0.5,2.0,0.0,-0.16187958883994127,0.6336842105263157,-0.29081961450582927,2.1403508771929816,-0.755366466834268,-0.8055555555555556,5.173728813559325,1.0645833333333334,-0.808641975308642,-1.0,-0.19915813205961144,1.0657066435971259,0
0.0,-1.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,-2.0,1.7872540381791484,0.8708771929824561,1.6136856289179213,-0.3157894736842102,-0.9611293753625991,-0.8888888888888888,-1.915254237288137,-0.10208333333333337,-0.6296296296296297,0.0,-0.16989286962168632,-0.10061051815781037,0
1.0,-1.0,0.0,0.0,1.0,1.5,0.0,0.0,-1.5,1.0,1.0,1.3180616740088105,-0.895438596491228,1.440623352276056,1.3377192982456132,-1.2751885515374202,-1.4444444444444444,-1.4322033898305095,-0.3666666666666667,-1.0,0.0,0.010165818825410016,-0.3659547645100451,1
0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,1.0,2.0,0.0,-0.14696035242290748,0.6484210526315789,-0.2783994375768938,-0.2543859649122808,-1.1011409785341326,-0.9722222222222222,-0.4322033898305091,1.0229166666666667,-0.6851851851851852,-1.0,-0.22540675453798023,1.023842202463868,0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,-1.0,0.0,-2.0,-0.20522760646108665,0.7628070175438596,-0.35561544320112487,0.061403508771929856,-1.0071552891123574,-0.75,-0.4322033898305091,1.3895833333333332,-0.5370370370370371,0.0,-0.10939217155749358,1.391058016668976,0
1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.010690161527165933,0.423859649122807,-0.10498564649364345,1.6271929824561397,-0.9572616515180816,-1.0555555555555556,3.029661016949153,0.5125000000000001,-0.9197530864197532,0.0,0.33133562168281444,0.5126572044232653,0
-1.0,0.0,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.20252569750367108,-0.20912280701754385,0.2133692659206749,6.749999999999997,-0.9824018565074454,-1.1666666666666667,1.6144067796610173,-0.041666666666666706,-0.35185185185185186,-1.0,-0.019376660477564558,-0.04113466333008143,0
-1.0,-1.0,0.0,-1.0,0.0,0.5,0.0,-1.0,0.0,2.0,1.0,-0.14249632892804698,0.33473684210526317,-0.2215712695529908,-0.20175438596491238,-1.0562753819377297,-1.1111111111111112,2.3220338983050857,0.7270833333333333,-0.2777777777777778,-1.0,1.3869362185171028,0.7288462827541226,0
1.0,-1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.1307488986784141,0.519298245614035,-0.24067022086824066,0.7236842105263152,-1.083736221233804,-0.9444444444444444,0.5550847457627117,0.8562500000000001,-0.8703703703703703,0.0,2.2645367364450744,0.8564546968765051,0
0.0,-1.0,0.0,0.0,1.0,0.5,1.0,-1.0,-1.0,2.0,2.0,3.520352422907489,-0.895438596491228,3.6372370964907144,0.11842105263157901,-1.2407658093212144,-1.4444444444444444,-0.8559322033898312,-0.3666666666666667,-0.7222222222222222,-1.0,-0.6616174300626804,-0.3659547645100451,1
-1.0,-1.0,-0.5,-1.0,0.0,0.5,0.0,-1.0,0.5,1.0,1.0,0.16176211453744493,-0.017543859649122806,0.1407229480344484,0.9122807017543859,-0.9990330690388706,-1.0833333333333333,1.915254237288137,0.07291666666666667,-0.24074074074074073,-1.0,0.3958080748324214,0.07386525410952327,0
-1.0,-1.0,1.0,0.0,0.0,1.5,0.0,-1.0,-1.0,2.0,0.0,2.2799412628487516,0.5796491228070175,2.153728982365692,1.1447368421052628,-1.0145039644169407,-1.1388888888888888,0.13135593220338954,-0.18333333333333335,-0.3148148148148148,-1.0,-0.2943460984000792,-0.18315332604905085,0
0.0,-1.0,0.0,-1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.1964757709251101,0.2512280701754386,1.1278926709238972,1.1096491228070176,-1.0094759234190678,-1.2222222222222223,0.9110169491525427,-0.1354166666666667,-0.8518518518518519,0.0,0.07275201784146268,-0.1349022406990494,0
0.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,-1.0,2.0,3.520352422907489,0.16771929824561405,3.459722303591306,-0.6315789473684204,-1.0079288338812609,-0.9722222222222222,-0.4322033898305091,-0.275,-0.6851851851851852,0.0,-0.5676839337051872,-0.27450733497043567,0
1.0,-1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.23906020558002936,0.37964912280701757,0.15150272423692074,-0.5087719298245612,-0.9847224908141559,-0.8888888888888888,-0.14830508474576293,0.20833333333333334,-0.8456790123456791,0.0,0.2682252664643805,0.20901424241406139,0
-1.0,0.0,0.0,-1.0,0.0,-0.5,0.0,-2.0,1.0,1.0,1.0,-0.2895741556534508,0.13473684210526315,-0.3348760911594118,1.1754385964912277,-1.0701991877779926,-1.0833333333333333,-0.6186440677966105,1.1,-1.2777777777777777,-1.0,0.15637925510804274,1.1016451270693892,0
0.0,-1.0,0.0,0.0,1.0,0.5,0.0,-1.0,-1.0,0.0,0.0,-0.3362114537444934,-0.11859649122807017,-0.3390942644560314,4.293859649122806,-0.8621156449429511,-1.3888888888888888,7.194915254237292,0.9999999999999998,-0.6481481481481481,-1.0,3.603586929439595,1.0011817040914321,0
0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.4377092511013214,0.037894736842105266,2.401546663542094,1.4736842105263155,-1.184297041191259,-1.4444444444444444,5.500000000000003,-0.2562500000000001,-1.0,0.0,-0.45362713496597007,-0.25643047367072863,0
0.0,-1.0,1.0,0.0,0.0,1.5,0.0,0.0,-0.5,0.0,1.0,3.520352422907489,0.34175438596491226,3.4306637764368153,2.324561403508771,-0.9085283310771611,-0.7222222222222222,1.4745762711864414,-0.26041666666666674,-0.5185185185185185,0.0,-0.47375043734769395,-0.25953772274216963,0
1.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.5,1.0,1.0,-0.2740675477239354,-0.16982456140350877,-0.2685570332181147,0.09649122807017549,-0.9123960549216786,-0.8611111111111112,-1.7627118644067807,0.6062500000000001,-0.6111111111111112,0.0,0.0945980821294131,0.6061881446179259,0
0.0,-1.0,-0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,-0.1925403817914831,0.5291228070175439,-0.3039428203175347,0.14473684210526322,-1.0222394121059757,-1.2777777777777777,-1.2796610169491534,1.0875,-0.8888888888888888,0.0,1.7189134520821667,1.087435942467826,0
-1.0,-1.0,1.5,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1572980910425845,0.17684210526315788,2.098658386548714,-1.4122807017543855,-0.9688648230516341,-0.8888888888888888,-0.7627118644067803,-0.22708333333333336,-0.6296296296296297,0.0,-0.4091261487161717,-0.22701686489096845,0
-1.0,-1.0,-0.5,0.0,0.0,0.5,0.0,-1.0,-0.5,1.0,1.0,2.3216446402349487,0.46035087719298246,2.2152440096080612,2.5263157894736827,-0.9893637594275768,-1.1944444444444444,2.033898305084746,-0.20208333333333336,-0.3888888888888889,-1.0,-0.5696260708186442,-0.20039081989686316,0
0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.08493392070484582,0.16771929824561405,0.03315952897064854,0.5307017543859647,-1.0094759234190678,-0.9444444444444444,-1.1313559322033908,0.23124999999999993,-0.6666666666666666,0.0,1.1691592424951995,0.23275530339381645,0
-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,1.0,2.0,0.0,0.2879295154185022,0.8708771929824561,0.11822602378581053,-1.1447368421052628,-1.0779346354670276,-1.2222222222222223,4.97033898305085,0.3833333333333333,-0.8518518518518519,-1.0,-0.5720138205849039,0.38318785558412854,0
-1.0,0.0,0.5,-1.0,0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.2923935389133627,0.3684210526315789,0.2065733200538989,0.06578947368421006,-0.6033649197447303,-0.2777777777777778,1.1186440677966103,0.16666666666666666,0.8333333333333334,-1.0,-0.5736810139879334,0.16718832011762663,0
0.0,-1.0,0.5,0.0,0.0,0.5,0.0,-1.0,1.0,-1.0,0.0,-0.23647577092511013,0.383859649122807,-0.3235104575546312,-0.14473684210526322,-0.9402436666022046,-1.2222222222222223,-1.478813559322035,1.13125,-0.42592592592592593,-1.0,2.102309028216556,1.1317173701825234,0
0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.861086637298091,0.43719298245614036,2.757162106743219,0.4999999999999998,-0.9920711661187391,-0.8888888888888888,-1.2796610169491534,-0.2291666666666667,-0.6296296296296297,0.0,-0.5068901817956184,-0.2290727632133568,0
0.0,-1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,2.0,-2.0,0.47201174743024965,0.29403508771929826,0.39814869060870584,2.219298245614034,-0.9444981628311738,-0.7222222222222222,3.0084745762711873,0.045833333333333316,-0.5185185185185185,-1.0,0.0022618773130693125,0.04625688924859224,0
-1.0,-1.0,-0.5,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,3.520352422907489,0.18035087719298246,3.4576132169429963,0.8245614035087718,-0.8880293947012183,-1.0555555555555556,-0.7457627118644073,-0.275,-0.7407407407407407,0.0,-0.47375043734769395,-0.27342083085709384,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,-0.2808810572687225,-0.895438596491228,-0.1541976682875388,-0.6622807017543858,-1.2701605105395475,-1.5277777777777777,0.05084745762711872,-0.3666666666666667,-1.0555555555555556,-1.0,1.623227087299057,-0.3659547645100451,1
1.0,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.6559765051395008,0.09894736842105263,0.6142129005799988,-1.5482456140350873,-1.0949526203829048,-1.3055555555555556,0.4915254237288133,-0.07500000000000001,-1.0308641975308641,0.0,-0.3475200593846045,-0.07460737063663815,0
0.0,-1.0,-0.5,0.0,0.0,1.0,0.0,-1.0,0.5,2.0,0.0,3.520352422907489,-0.04,3.494405061807956,1.7236842105263153,-0.8930574356990911,-1.1111111111111112,5.500000000000003,-0.29375000000000007,-0.2777777777777778,-1.0,-0.5676839337051872,-0.29237429150094685,0
0.0,-1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,-2.0,-0.17198237885462556,0.44491228070175437,-0.2693772335813463,0.8114035087719292,-0.9158770063817443,-0.8888888888888888,-0.14830508474576293,0.9229166666666666,-0.8456790123456791,0.0,1.5714421126803328,0.9239496495790569,0
